10/19/22  22:58   Выбранная операция: Создание контакта
==============================
10/19/22  22:58   Выбранная операция: Удаление контакта
==============================
10/19/22  22:59   Выбранная операция: Удаление контакта
==============================
Пользователь ввел некорректные данные, 10/19/22  22:59 
10/19/22  23:00   Выбранная операция: Удаление контакта
==============================
10/19/22  23:00   Выбранная операция: Удаление контакта
==============================
10/19/22  23:02   Выбранная операция: Удаление контакта
==============================
10/19/22  23:03   Выбранная операция: Удаление контакта
==============================
10/19/22  23:03   Выбранная операция: Удаление контакта
==============================
10/19/22  23:03   Выбранная операция: Выход из программы
==============================
10/19/22  23:04   Выбранная операция: Удаление контакта
==============================
10/19/22  23:05   Выбранная операция: Возврат в главное меню
==============================
10/19/22  23:05   Выбранная операция: Вывод информации о контакте
==============================
10/20/22  08:40   Выбранная операция: Создание контакта
==============================
10/20/22  08:41   Выбранная операция: Возврат в главное меню
==============================
10/20/22  08:41   Выбранная операция: Удаление контакта
==============================
10/20/22  08:43   Выбранная операция: Выход из программы
==============================
10/20/22  08:43   Выбранная операция: Удаление контакта
==============================
10/20/22  08:44   Выбранная операция: Выход из программы
==============================
10/20/22  08:45   Выбранная операция: Удаление контакта
==============================
10/20/22  08:46   Выбранная операция: Удаление контакта
==============================
10/20/22  08:47   Выбранная операция: Удаление контакта
==============================
10/20/22  08:48   Выбранная операция: Вывод всех данных
==============================
10/20/22  08:49   Выбранная операция: Удаление контакта
==============================
10/20/22  08:55   Выбранная операция: Выход из программы
==============================
10/20/22  08:56   Выбранная операция: Создание контакта
==============================
10/20/22  08:56   Выбранная операция: Вывод всех данных
==============================
10/20/22  08:56   Выбранная операция: Вывод информации о контакте
==============================
10/20/22  08:57   Выбранная операция: Выход из программы
==============================
10/20/22  08:57   Выбранная операция: Удаление контакта
==============================
10/20/22  08:59   Выбранная операция: Выход из программы
==============================
10/20/22  09:00   Выбранная операция: Удаление контакта
==============================
10/20/22  09:00   Выбранная операция: Создание контакта
==============================
10/20/22  09:00   Выбранная операция: Удаление контакта
==============================
10/20/22  09:02   Выбранная операция: Выход из программы
==============================
